date,product,category,price,unit,market_name,region,woreda,price_type
2023-06-21,Goat meat,Animal Product,1113.19,quintal,Hawassa,SNNPR,Hadiya,Farmgate
2023-11-14,Honey,Other,2336.8,quintal,Adama,Southwest Ethiopia,Basketo,Retail
2024-01-11,Apple (local),Fruit,132.37,kg,Wolkite,Oromia,Jimma Town,Wholesale
2023-09-08,Lettuce,Vegetable,294.8,kg,Adama,Southwest Ethiopia,Lideta,Wholesale
2023-01-31,Rice (local),Cereal,1661.88,kg,Jimma,Sidama,Lideta,Farmgate
2024-05-17,Pepper powder,Other,297.63,kg,Wolkite,Addis Ababa,Lideta,Retail
2023-11-20,Chickpeas,Other,248.69,kg,Adama,Sidama,Kaffa,Retail
2023-09-05,Tea (local),Processed Food,2030.87,quintal,Shola,Oromia,Kaffa,Farmgate
2024-05-21,Salt,Processed Food,158.52,kg,Bahir Dar,Southwest Ethiopia,Basketo,Retail
2023-03-20,Mutton,Animal Product,36.96,kg,Jimma,Tigray,Bole,Farmgate
2024-05-31,Mango,Fruit,91.58,kg,Adama,Addis Ababa,North Shewa,Wholesale
2024-03-05,Lentils,Other,2267.06,quintal,Hossana,Addis Ababa,Jimma Town,Farmgate
2024-05-28,Kale (Gomen),Vegetable,1092.09,quintal,Hawassa,Amhara,Kaffa,Farmgate
2023-05-28,Margarine,Processed Food,58.03,kg,Adama,Addis Ababa,Jimma Town,Farmgate
2023-03-24,Teff (red),Cereal,1722.8,quintal,Merkato,SNNPR,Kaffa,Retail
2024-01-22,Chicken (live),Animal Product,383.04,kg,Hossana,Amhara,North Shewa,Farmgate
2024-04-06,Papaya,Fruit,260.41,kg,Shola,Oromia,Hadiya,Wholesale
2023-11-23,Guava,Fruit,2475.42,quintal,Hossana,Tigray,Kaffa,Retail
2023-07-25,Kale (Gomen),Vegetable,93.11,kg,Shola,Sidama,Hadiya,Farmgate
2023-02-25,Yogurt,Animal Product,92.0,kg,Bahir Dar,Southwest Ethiopia,Hadiya,Farmgate
2024-05-29,Mango,Fruit,192.19,kg,Shola,Amhara,Bole,Retail
2024-05-29,Orange,Fruit,1991.16,quintal,Merkato,Tigray,Jimma Town,Farmgate
2023-02-24,Grapes,Fruit,38.26,kg,Hossana,Tigray,Basketo,Farmgate
2023-12-05,Hot pepper,Vegetable,141.53,kg,Hossana,Sidama,Wolaita,Farmgate
2024-06-08,Eggs,Animal Product,7.1,quintal,Jimma,Tigray,Wolaita,Wholesale
2023-05-03,Pepper powder,Other,1284.26,quintal,Bahir Dar,Amhara,Kaffa,Retail
2023-11-24,Cooking oil (palm),Processed Food,32.14,kg,Shola,Tigray,Wolaita,Wholesale
2024-03-02,Chicken (live),Animal Product,397.64,quintal,Shola,Southwest Ethiopia,Kaffa,Wholesale
2024-02-18,Margarine,Processed Food,1492.92,quintal,Wolkite,Oromia,Basketo,Retail
2023-03-18,Beetroot,Vegetable,1069.69,quintal,Hossana,Oromia,Hadiya,Retail
2023-07-03,Orange,Fruit,1967.01,quintal,Hossana,Tigray,South Wollo,Farmgate
2023-09-02,Pepper powder,Other,2281.96,quintal,Hossana,Tigray,Jimma Town,Farmgate
2023-08-26,Carrot,Vegetable,1981.45,quintal,Wolkite,Addis Ababa,Hadiya,Retail
2023-02-20,Tea (local),Processed Food,2484.57,quintal,Hawassa,Southwest Ethiopia,Bole,Retail
2023-09-11,Goat meat,Animal Product,1549.35,quintal,Merkato,SNNPR,North Shewa,Farmgate
2023-08-04,Spaghetti,Processed Food,2312.93,quintal,Gonder,Amhara,Jimma Town,Farmgate
2024-01-03,Nifro,Other,38.39,kg,Dessie,Oromia,North Shewa,Farmgate
2023-08-08,Lettuce,Vegetable,1470.09,quintal,Dessie,Southwest Ethiopia,North Shewa,Retail
2023-08-30,Carrot,Vegetable,1880.9,quintal,Hossana,Southwest Ethiopia,Kaffa,Wholesale
2023-05-05,Macaroni,Processed Food,1288.31,quintal,Hossana,Sidama,South Wollo,Retail
2023-04-04,Milk (raw),Animal Product,42.72,kg,Bahir Dar,Oromia,Kolfe,Wholesale
2024-04-14,Yogurt,Animal Product,2036.11,quintal,Wolkite,Sidama,Hadiya,Wholesale
2023-05-24,Millet,Cereal,237.54,kg,Hossana,Sidama,Wolaita,Retail
2023-09-26,Orange,Fruit,1552.73,quintal,Wolkite,Amhara,North Shewa,Retail
2023-07-08,Lettuce,Vegetable,1629.12,quintal,Dessie,Oromia,Bole,Wholesale
2023-07-09,Nifro,Other,124.51,kg,Hossana,Southwest Ethiopia,Hadiya,Wholesale
2024-04-09,Butter (traditional),Animal Product,197.03,kg,Dessie,Addis Ababa,Kaffa,Farmgate
2023-03-14,Nifro,Other,1985.62,quintal,Dessie,Addis Ababa,Kolfe,Wholesale
2023-04-19,Orange,Fruit,292.56,kg,Adama,Sidama,Bole,Retail
2024-03-22,Nifro,Other,1175.3,quintal,Bahir Dar,Oromia,Hadiya,Retail
2024-05-02,Teff (red),Cereal,1993.39,quintal,Jimma,Sidama,South Wollo,Wholesale
2023-11-14,Millet,Cereal,1146.07,quintal,Jimma,Amhara,Basketo,Retail
2024-03-22,Lemon,Fruit,2025.69,quintal,Shola,Tigray,Basketo,Wholesale
2023-06-01,Apple (local),Fruit,2458.21,quintal,Jimma,Amhara,Kolfe,Farmgate
2024-01-31,Green pepper,Vegetable,62.43,kg,Bahir Dar,Sidama,Lideta,Retail
2023-04-28,Cabbage,Vegetable,1452.3,quintal,Bahir Dar,Amhara,North Shewa,Retail
2024-03-13,Avocado,Fruit,1715.0,quintal,Gonder,Addis Ababa,Lideta,Farmgate
2023-12-21,Chicken (live),Animal Product,416.07,kg,Jimma,Sidama,Kaffa,Retail
2023-11-18,Banana,Fruit,30.94,kg,Shola,Amhara,Wolaita,Wholesale
2024-03-03,Pepper powder,Other,205.94,kg,Shola,Addis Ababa,Jimma Town,Wholesale
2023-04-17,Guava,Fruit,2385.59,quintal,Jimma,Addis Ababa,Jimma Town,Farmgate
2023-09-16,Banana,Fruit,89.91,kg,Hossana,Amhara,Basketo,Wholesale
2024-05-04,Butter (traditional),Animal Product,1862.47,quintal,Hossana,Sidama,Kaffa,Farmgate
2023-01-25,Rice (imported),Cereal,2593.42,kg,Hawassa,Amhara,Bole,Farmgate
2024-05-20,Mango,Fruit,2428.9,quintal,Shola,Tigray,North Shewa,Wholesale
2023-07-12,Goat meat,Animal Product,1737.22,quintal,Hossana,Addis Ababa,Hadiya,Retail
2023-10-18,Rice (local),Cereal,1708.72,kg,Adama,Amhara,Lideta,Wholesale
2024-01-19,Apple (local),Fruit,1012.89,quintal,Shola,SNNPR,Basketo,Retail
2023-08-28,Coffee (roasted),Processed Food,161.05,kg,Merkato,Amhara,Kaffa,Wholesale
2023-09-26,Tomato,Vegetable,2347.26,quintal,Dessie,Tigray,Kolfe,Farmgate
2023-04-18,Nifro,Other,85.42,kg,Bahir Dar,Oromia,Kolfe,Wholesale
2023-02-18,Apple (local),Fruit,291.14,kg,Bahir Dar,Southwest Ethiopia,Basketo,Farmgate
2024-02-12,Hot pepper,Vegetable,1346.93,quintal,Jimma,Addis Ababa,Kolfe,Farmgate
2023-06-22,Milk (raw),Animal Product,38.16,kg,Adama,SNNPR,Wolaita,Retail
2023-10-08,Apple (local),Fruit,111.96,kg,Shola,Oromia,North Shewa,Farmgate
2023-10-11,Coffee (roasted),Processed Food,118.68,kg,Shola,Amhara,Jimma Town,Wholesale
2023-04-02,Salt,Processed Food,1860.34,quintal,Hawassa,Southwest Ethiopia,Kolfe,Wholesale
2024-03-08,Cooking oil (palm),Processed Food,97.74,kg,Merkato,Oromia,Hadiya,Wholesale
2024-05-22,Rice (local),Cereal,1943.87,quintal,Adama,Oromia,South Wollo,Retail
2024-01-04,Spaghetti,Processed Food,255.09,kg,Merkato,Southwest Ethiopia,Kaffa,Farmgate
2023-06-06,Guava,Fruit,278.27,kg,Bahir Dar,Sidama,Jimma Town,Farmgate
2024-04-22,Kale (Gomen),Vegetable,169.74,kg,Dessie,Tigray,South Wollo,Retail
2023-06-22,Guava,Fruit,259.74,kg,Adama,Tigray,Basketo,Retail
2024-06-22,Wheat,Cereal,1351.78,kg,Jimma,SNNPR,Wolaita,Wholesale
2023-11-13,Grapes,Fruit,255.76,kg,Adama,Addis Ababa,Hadiya,Retail
2023-11-16,Cooking oil (palm),Processed Food,123.32,kg,Hawassa,Oromia,Jimma Town,Retail
2023-10-09,Coffee (roasted),Processed Food,182.73,kg,Hawassa,Oromia,Bole,Farmgate
2024-04-10,Tomato,Vegetable,2141.77,quintal,Hawassa,Sidama,South Wollo,Farmgate
2024-05-06,Lentils,Other,117.08,kg,Hawassa,Addis Ababa,South Wollo,Farmgate
2023-02-19,Cheese (Ayib),Animal Product,2343.94,quintal,Hawassa,Southwest Ethiopia,Hadiya,Farmgate
2024-01-07,Lettuce,Vegetable,37.07,kg,Merkato,Tigray,Kaffa,Farmgate
2024-02-21,Papaya,Fruit,2354.87,quintal,Wolkite,Amhara,Lideta,Retail
2023-08-21,Beef (raw),Animal Product,779.55,quintal,Hawassa,Oromia,Kolfe,Wholesale
2023-08-14,Mango,Fruit,248.63,kg,Dessie,Oromia,Bole,Retail
2024-03-21,Spaghetti,Processed Food,2231.24,quintal,Bahir Dar,Addis Ababa,Kaffa,Wholesale
2023-11-29,Apple (local),Fruit,1601.02,quintal,Wolkite,Oromia,North Shewa,Wholesale
2024-03-29,Kale (Gomen),Vegetable,1589.9,quintal,Merkato,Sidama,Basketo,Retail
2024-03-04,Wheat,Cereal,1141.65,kg,Gonder,Southwest Ethiopia,North Shewa,Retail
2023-12-26,Cheese (Ayib),Animal Product,239.57,kg,Jimma,Oromia,Kaffa,Wholesale
2023-01-02,Apple (local),Fruit,1129.18,quintal,Adama,Amhara,North Shewa,Retail
2023-01-04,Millet,Cereal,2365.51,quintal,Gonder,Oromia,North Shewa,Retail
2024-02-12,Chickpeas,Other,217.38,kg,Merkato,Addis Ababa,Lideta,Wholesale
2023-01-21,Beetroot,Vegetable,64.16,kg,Wolkite,Southwest Ethiopia,North Shewa,Wholesale
2023-02-01,Wheat,Cereal,1001.05,kg,Jimma,SNNPR,Kolfe,Retail
2024-02-08,Coffee (roasted),Processed Food,1847.35,quintal,Jimma,Southwest Ethiopia,Hadiya,Wholesale
2023-04-19,Beef (raw),Animal Product,764.79,kg,Jimma,Southwest Ethiopia,Bole,Farmgate
2023-02-19,Lettuce,Vegetable,190.23,kg,Shola,Oromia,Bole,Wholesale
2023-04-28,Watermelon,Fruit,1118.63,quintal,Dessie,Tigray,Wolaita,Retail
2023-09-15,Roasted grains,Other,132.77,kg,Adama,Oromia,Kolfe,Retail
2023-08-03,Teff (red),Cereal,1784.77,kg,Bahir Dar,Oromia,Wolaita,Farmgate
2023-05-19,Mutton,Animal Product,1353.5,quintal,Wolkite,Tigray,South Wollo,Wholesale
2023-09-17,Yogurt,Animal Product,84.44,kg,Jimma,Southwest Ethiopia,Kolfe,Farmgate
2023-08-20,Barley,Cereal,1371.85,quintal,Gonder,Addis Ababa,Lideta,Retail
2023-09-02,Chicken (live),Animal Product,419.92,quintal,Gonder,SNNPR,North Shewa,Wholesale
2024-02-10,Nifro,Other,33.05,kg,Wolkite,Tigray,Jimma Town,Retail
2024-02-08,Yogurt,Animal Product,1715.5,quintal,Dessie,Addis Ababa,Wolaita,Retail
2024-03-05,Lettuce,Vegetable,83.01,kg,Hossana,Oromia,Hadiya,Wholesale
2023-07-23,Potato,Vegetable,80.88,kg,Dessie,Sidama,Lideta,Retail
2023-10-28,Margarine,Processed Food,1644.55,quintal,Merkato,Oromia,Kolfe,Retail
2023-01-07,Spaghetti,Processed Food,120.41,kg,Gonder,Addis Ababa,Lideta,Farmgate
2023-04-04,Grapes,Fruit,1714.12,quintal,Dessie,Sidama,Hadiya,Retail
2023-08-05,Eggs,Animal Product,8.51,kg,Jimma,Amhara,South Wollo,Wholesale
2023-12-31,Wheat,Cereal,1238.68,quintal,Hossana,SNNPR,Kolfe,Farmgate
2023-06-29,Yogurt,Animal Product,79.89,kg,Shola,Oromia,Jimma Town,Wholesale
2023-06-28,Cooking oil (palm),Processed Food,1422.57,quintal,Jimma,Tigray,Basketo,Wholesale
2023-12-25,Honey,Other,155.16,kg,Merkato,SNNPR,Hadiya,Farmgate
2023-02-11,Salt,Processed Food,144.25,kg,Hossana,Tigray,Kolfe,Retail
2023-11-04,Guava,Fruit,1253.01,quintal,Bahir Dar,Sidama,Basketo,Wholesale
2024-03-07,Avocado,Fruit,30.29,kg,Hossana,Oromia,Kolfe,Retail
2023-09-15,Teff (red),Cereal,1617.94,quintal,Merkato,Oromia,Kolfe,Retail
2023-05-17,Green pepper,Vegetable,167.67,kg,Hossana,Amhara,Basketo,Wholesale
2023-10-31,Onion (red),Vegetable,2007.86,quintal,Hossana,SNNPR,Hadiya,Farmgate
2023-04-27,Salt,Processed Food,203.77,kg,Merkato,Amhara,Kaffa,Retail
2024-06-12,Salt,Processed Food,255.39,kg,Dessie,Sidama,Wolaita,Retail
2023-11-19,Tea (local),Processed Food,145.17,kg,Dessie,SNNPR,Wolaita,Wholesale
2023-03-13,Macaroni,Processed Food,81.42,kg,Dessie,SNNPR,Hadiya,Wholesale
2024-02-12,Green pepper,Vegetable,1057.74,quintal,Adama,Amhara,North Shewa,Farmgate
2024-04-01,Chicken (live),Animal Product,400.68,quintal,Merkato,Southwest Ethiopia,Basketo,Wholesale
2023-07-04,Roasted grains,Other,1531.0,quintal,Jimma,Addis Ababa,North Shewa,Wholesale
2024-03-01,Fava beans,Other,202.31,kg,Hawassa,Amhara,Basketo,Wholesale
2023-01-21,Guava,Fruit,282.71,kg,Hawassa,Amhara,South Wollo,Farmgate
2023-07-21,Watermelon,Fruit,1514.12,quintal,Adama,Southwest Ethiopia,North Shewa,Wholesale
2023-05-08,Butter (traditional),Animal Product,171.13,kg,Bahir Dar,Tigray,Bole,Retail
2023-10-07,Cabbage,Vegetable,280.79,kg,Adama,Sidama,Kaffa,Wholesale
2023-04-08,Beef (raw),Animal Product,826.12,kg,Adama,SNNPR,Basketo,Wholesale
2024-02-22,Margarine,Processed Food,282.78,kg,Wolkite,SNNPR,Jimma Town,Retail
2024-02-20,Maize,Cereal,851.89,kg,Hawassa,Oromia,Basketo,Wholesale
2024-05-06,Powdered milk,Processed Food,1160.82,quintal,Dessie,Tigray,North Shewa,Wholesale
2023-09-10,Flour (wheat),Processed Food,50.08,kg,Adama,SNNPR,Hadiya,Retail
2023-12-09,Watermelon,Fruit,34.85,kg,Adama,Tigray,South Wollo,Farmgate
2024-04-29,Onion (red),Vegetable,1727.31,quintal,Jimma,SNNPR,Jimma Town,Retail
2023-02-09,Wheat,Cereal,1338.18,kg,Wolkite,Southwest Ethiopia,Bole,Wholesale
2023-09-08,Lettuce,Vegetable,40.77,kg,Bahir Dar,Oromia,Kaffa,Wholesale
2024-02-16,Teff (red),Cereal,1776.19,kg,Jimma,Oromia,South Wollo,Farmgate
2023-02-24,Maize,Cereal,1020.93,quintal,Dessie,Amhara,Kolfe,Farmgate
2023-04-02,Oats,Cereal,1930.68,quintal,Gonder,Amhara,Wolaita,Wholesale
2024-04-05,Shiro,Other,137.47,kg,Shola,Southwest Ethiopia,Kaffa,Retail
2023-11-30,Chicken (dressed),Animal Product,292.17,kg,Adama,Southwest Ethiopia,Basketo,Wholesale
2023-11-05,Barley,Cereal,1285.24,quintal,Wolkite,Sidama,Hadiya,Farmgate
2023-01-02,Mutton,Animal Product,221.18,kg,Gonder,Tigray,Jimma Town,Farmgate
2023-12-31,Cheese (Ayib),Animal Product,223.45,kg,Wolkite,Addis Ababa,North Shewa,Retail
2023-03-19,Onion (red),Vegetable,1666.49,quintal,Merkato,Southwest Ethiopia,Kaffa,Farmgate
2023-07-04,Green pepper,Vegetable,286.1,kg,Wolkite,Tigray,South Wollo,Farmgate
2023-02-25,Chickpeas,Other,64.12,kg,Wolkite,Oromia,Lideta,Farmgate
2023-04-04,Orange,Fruit,104.03,kg,Wolkite,Oromia,Wolaita,Retail
2024-01-25,Kale (Gomen),Vegetable,37.18,kg,Shola,Oromia,Wolaita,Wholesale
2023-05-09,Orange,Fruit,2070.55,quintal,Wolkite,Oromia,Jimma Town,Wholesale
2024-05-12,Teff (red),Cereal,1802.02,quintal,Jimma,Oromia,Wolaita,Wholesale
2024-02-19,Teff (white),Cereal,1926.5,quintal,Hossana,SNNPR,Wolaita,Wholesale
2023-05-19,Mutton,Animal Product,1858.53,quintal,Bahir Dar,Oromia,Bole,Retail
2023-07-16,Powdered milk,Processed Food,76.52,kg,Hossana,Amhara,Lideta,Retail
2023-04-12,Grapes,Fruit,186.26,kg,Hawassa,Addis Ababa,Bole,Farmgate
2023-07-13,Sorghum,Cereal,922.14,kg,Wolkite,Oromia,Jimma Town,Farmgate
2023-07-30,Spices mix,Other,1741.17,quintal,Jimma,Tigray,Kolfe,Retail
2023-09-03,Chicken (dressed),Animal Product,65.51,kg,Gonder,Tigray,Hadiya,Retail
2023-05-30,Mango,Fruit,55.99,kg,Dessie,Tigray,Jimma Town,Farmgate
2023-10-16,Rice (local),Cereal,1788.21,kg,Wolkite,Oromia,Bole,Farmgate
2023-12-16,Avocado,Fruit,238.29,kg,Dessie,Amhara,Hadiya,Farmgate
2023-08-04,Avocado,Fruit,1115.05,quintal,Wolkite,Amhara,Kaffa,Wholesale
2024-03-26,Butter (traditional),Animal Product,208.01,kg,Merkato,Southwest Ethiopia,Wolaita,Farmgate
2023-06-30,Nifro,Other,1307.62,quintal,Dessie,Tigray,Lideta,Wholesale
2024-05-02,Macaroni,Processed Food,1664.7,quintal,Hossana,Amhara,North Shewa,Farmgate
2023-08-19,Guava,Fruit,1291.22,quintal,Gonder,Amhara,Bole,Wholesale
2023-01-15,Barley,Cereal,1295.5,quintal,Bahir Dar,Oromia,Basketo,Wholesale
2024-04-21,Watermelon,Fruit,129.29,kg,Bahir Dar,SNNPR,Hadiya,Wholesale
2023-06-08,Chicken (dressed),Animal Product,153.18,kg,Wolkite,Southwest Ethiopia,Wolaita,Retail
2023-03-14,Hot pepper,Vegetable,68.1,kg,Merkato,Sidama,Lideta,Wholesale
2024-02-15,Beetroot,Vegetable,1953.57,quintal,Shola,Sidama,Lideta,Retail
2023-01-01,Orange,Fruit,1616.18,quintal,Gonder,Oromia,Wolaita,Farmgate
2024-05-08,Maize,Cereal,1050.85,kg,Hawassa,Addis Ababa,Bole,Wholesale
2024-01-21,Macaroni,Processed Food,118.82,kg,Merkato,Amhara,Hadiya,Retail
2023-04-11,Powdered milk,Processed Food,123.33,kg,Bahir Dar,Tigray,Jimma Town,Farmgate
2024-06-07,Teff (red),Cereal,1890.2,quintal,Shola,Addis Ababa,Basketo,Wholesale
2023-06-15,Fava beans,Other,206.22,kg,Bahir Dar,Amhara,Kolfe,Retail
2023-03-24,Banana,Fruit,1839.19,quintal,Hawassa,Addis Ababa,Jimma Town,Retail
2024-01-17,Macaroni,Processed Food,280.39,kg,Merkato,Oromia,Bole,Wholesale
2023-06-09,Rice (local),Cereal,1839.35,kg,Hossana,Oromia,Wolaita,Farmgate
2023-08-19,Lemon,Fruit,148.6,kg,Dessie,Sidama,Kolfe,Wholesale
2023-08-19,Roasted grains,Other,127.95,kg,Gonder,Amhara,Kaffa,Farmgate
2023-02-25,Butter (traditional),Animal Product,1576.63,quintal,Dessie,SNNPR,Kolfe,Retail
2023-01-02,Milk (raw),Animal Product,45.82,kg,Adama,SNNPR,Wolaita,Farmgate
2023-05-05,Shiro,Other,1371.82,quintal,Merkato,Tigray,Kolfe,Retail
2023-05-26,Teff (white),Cereal,1855.08,quintal,Adama,Oromia,Wolaita,Wholesale
2024-02-19,Pepper powder,Other,98.6,kg,Dessie,Southwest Ethiopia,Basketo,Wholesale
2024-06-22,Tea (local),Processed Food,1078.41,quintal,Hossana,Tigray,South Wollo,Farmgate
2023-03-18,Goat meat,Animal Product,2186.76,quintal,Hawassa,Southwest Ethiopia,Lideta,Retail
2023-11-13,Lettuce,Vegetable,1580.83,quintal,Dessie,Tigray,Lideta,Retail
2023-08-06,Eggs,Animal Product,8.52,quintal,Merkato,Southwest Ethiopia,Basketo,Retail
2023-03-01,Spices mix,Other,168.28,kg,Bahir Dar,Southwest Ethiopia,North Shewa,Farmgate
2024-06-04,Spices mix,Other,263.38,kg,Gonder,Southwest Ethiopia,Kolfe,Retail
2024-05-11,Grapes,Fruit,72.75,kg,Dessie,Oromia,Lideta,Farmgate
2024-03-11,Powdered milk,Processed Food,97.51,kg,Jimma,Addis Ababa,North Shewa,Wholesale
2023-10-31,Millet,Cereal,240.22,kg,Bahir Dar,Sidama,Kolfe,Farmgate
2024-06-20,Eggs,Animal Product,7.31,kg,Gonder,Amhara,Kaffa,Retail
2024-05-31,Chicken (live),Animal Product,377.06,kg,Hossana,Addis Ababa,Kolfe,Farmgate
2023-07-27,Cabbage,Vegetable,101.71,kg,Merkato,Tigray,South Wollo,Wholesale
2024-03-04,Eggs,Animal Product,7.76,quintal,Merkato,Tigray,North Shewa,Wholesale
2023-03-13,Pepper powder,Other,1037.62,quintal,Jimma,Oromia,Jimma Town,Retail
2023-01-12,Dry peas,Other,176.09,kg,Jimma,Sidama,Basketo,Retail
2023-06-20,Carrot,Vegetable,1185.24,quintal,Jimma,Tigray,South Wollo,Farmgate
2024-04-04,Beef (raw),Animal Product,702.66,quintal,Adama,Addis Ababa,Basketo,Wholesale
2023-03-29,Guava,Fruit,2023.28,quintal,Dessie,Southwest Ethiopia,Jimma Town,Farmgate
2023-01-14,Avocado,Fruit,235.75,kg,Gonder,Tigray,Jimma Town,Farmgate
2023-10-19,Chicken (live),Animal Product,353.82,quintal,Hossana,Sidama,North Shewa,Farmgate
2023-02-26,Nifro,Other,255.01,kg,Gonder,Oromia,Kolfe,Wholesale
2023-02-08,Rice (imported),Cereal,2421.44,quintal,Hossana,Amhara,Kolfe,Farmgate
2023-02-07,Margarine,Processed Food,1856.94,quintal,Jimma,Southwest Ethiopia,Bole,Retail
2023-08-07,Rice (imported),Cereal,2048.96,kg,Dessie,Sidama,Basketo,Wholesale
2023-05-15,Tea (local),Processed Food,2435.33,quintal,Shola,Amhara,Bole,Farmgate
2024-02-17,Mutton,Animal Product,2367.21,quintal,Merkato,Tigray,South Wollo,Retail
2023-07-29,Beetroot,Vegetable,255.81,kg,Jimma,Southwest Ethiopia,Basketo,Wholesale
2023-10-24,Kale (Gomen),Vegetable,2404.88,quintal,Gonder,Amhara,Hadiya,Retail
2023-06-20,Cabbage,Vegetable,1788.36,quintal,Hossana,Oromia,North Shewa,Farmgate
2024-05-16,Milk (raw),Animal Product,45.26,kg,Hawassa,SNNPR,Lideta,Farmgate
2023-11-05,Maize,Cereal,860.54,quintal,Hossana,Amhara,Wolaita,Farmgate
2023-07-16,Orange,Fruit,123.23,kg,Bahir Dar,Addis Ababa,Jimma Town,Wholesale
2023-12-06,Beetroot,Vegetable,202.32,kg,Merkato,Tigray,North Shewa,Wholesale
2023-01-29,Teff (red),Cereal,1902.86,kg,Hossana,Addis Ababa,Jimma Town,Farmgate
2023-06-15,Carrot,Vegetable,1673.07,quintal,Wolkite,Tigray,North Shewa,Farmgate
2023-05-28,Grapes,Fruit,1296.76,quintal,Adama,Tigray,Bole,Retail
2024-01-06,Green pepper,Vegetable,1585.57,quintal,Bahir Dar,SNNPR,Kolfe,Retail
2023-05-27,Sorghum,Cereal,1171.15,quintal,Hawassa,Tigray,Jimma Town,Retail
2023-11-05,Chicken (dressed),Animal Product,1595.98,quintal,Jimma,Sidama,South Wollo,Wholesale
2023-12-20,Cheese (Ayib),Animal Product,98.02,kg,Bahir Dar,Sidama,Basketo,Retail
2023-01-27,Tea (local),Processed Food,138.75,kg,Gonder,SNNPR,Basketo,Farmgate
2024-06-21,Hot pepper,Vegetable,1033.6,quintal,Jimma,Southwest Ethiopia,North Shewa,Farmgate
2024-02-19,Mutton,Animal Product,70.03,kg,Hossana,Addis Ababa,Kaffa,Wholesale
2024-02-12,Oats,Cereal,81.24,kg,Hossana,Amhara,Lideta,Retail
2023-02-18,Powdered milk,Processed Food,1072.2,quintal,Bahir Dar,Amhara,Basketo,Retail
2023-10-18,Kale (Gomen),Vegetable,2239.26,quintal,Hawassa,Addis Ababa,Basketo,Wholesale
2023-07-24,Yogurt,Animal Product,1433.45,quintal,Adama,SNNPR,Hadiya,Wholesale
2023-06-19,Chickpeas,Other,210.69,kg,Hawassa,Addis Ababa,Basketo,Retail
2024-04-09,Green pepper,Vegetable,1170.05,quintal,Hossana,Addis Ababa,Jimma Town,Wholesale
2024-02-19,Tomato,Vegetable,218.81,kg,Bahir Dar,Oromia,Kolfe,Farmgate
2023-07-31,Dry peas,Other,35.99,kg,Hawassa,Southwest Ethiopia,Wolaita,Retail
2023-02-14,Butter (traditional),Animal Product,1829.76,quintal,Adama,Addis Ababa,Wolaita,Retail
2023-12-02,Shiro,Other,255.39,kg,Jimma,Sidama,Kaffa,Farmgate
2023-01-05,Roasted grains,Other,244.78,kg,Shola,Addis Ababa,Kaffa,Wholesale
2024-03-30,Teff (white),Cereal,1971.29,kg,Hossana,Tigray,Bole,Retail
2023-11-28,Beetroot,Vegetable,188.58,kg,Dessie,Southwest Ethiopia,Kaffa,Wholesale
2023-01-21,Kale (Gomen),Vegetable,2372.72,quintal,Jimma,SNNPR,Basketo,Wholesale
2024-04-18,Spaghetti,Processed Food,1414.96,quintal,Hossana,Southwest Ethiopia,Basketo,Retail
2024-03-03,Yogurt,Animal Product,1226.73,quintal,Merkato,Sidama,South Wollo,Retail
2023-01-05,Butter (traditional),Animal Product,178.97,kg,Gonder,Tigray,Kolfe,Wholesale
2023-12-08,Papaya,Fruit,267.67,kg,Shola,SNNPR,South Wollo,Retail
2023-09-24,Cooking oil (palm),Processed Food,95.78,kg,Adama,Tigray,Wolaita,Wholesale
2023-09-02,Spaghetti,Processed Food,266.35,kg,Merkato,Sidama,Basketo,Farmgate
2023-03-05,Teff (white),Cereal,2087.51,quintal,Hossana,Addis Ababa,North Shewa,Retail
2023-11-01,Powdered milk,Processed Food,1097.24,quintal,Shola,Amhara,Basketo,Farmgate
2023-11-22,Maize,Cereal,965.51,kg,Gonder,Tigray,Bole,Retail
2024-05-01,Guava,Fruit,184.63,kg,Gonder,Southwest Ethiopia,Basketo,Wholesale
2024-06-09,Mutton,Animal Product,213.29,kg,Bahir Dar,Addis Ababa,Kolfe,Farmgate
2023-07-28,Mango,Fruit,250.05,kg,Wolkite,Sidama,Lideta,Farmgate
2024-04-30,Tea (local),Processed Food,106.69,kg,Jimma,Oromia,Kolfe,Wholesale
2023-10-16,Lettuce,Vegetable,94.77,kg,Gonder,SNNPR,Hadiya,Wholesale
2023-02-16,Pepper powder,Other,231.05,kg,Merkato,Oromia,Bole,Farmgate
2023-03-20,Spaghetti,Processed Food,1632.0,quintal,Bahir Dar,Addis Ababa,Basketo,Retail
2024-05-16,Powdered milk,Processed Food,1955.46,quintal,Dessie,Sidama,North Shewa,Wholesale
2024-03-03,Carrot,Vegetable,1110.71,quintal,Bahir Dar,Oromia,South Wollo,Retail
2023-09-23,Lettuce,Vegetable,1406.24,quintal,Adama,SNNPR,Basketo,Wholesale
2023-05-07,Apple (local),Fruit,174.04,kg,Adama,Addis Ababa,Basketo,Farmgate
2023-07-12,Chicken (live),Animal Product,311.18,kg,Gonder,Southwest Ethiopia,Hadiya,Retail
2024-02-20,Onion (red),Vegetable,1189.52,quintal,Shola,Southwest Ethiopia,Wolaita,Wholesale
2023-05-05,Avocado,Fruit,266.55,kg,Jimma,SNNPR,Bole,Farmgate
2023-05-31,Tea (local),Processed Food,1808.79,quintal,Shola,Tigray,Hadiya,Wholesale
